CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Mellow Mushroom - McKinney,Mellow Mushroom, ,L,1,No,,N,13.5,V3,1,R,18,"218 E LOUISIANA STREET SUITE 101
 McKinney , TX 75069",,No,Fintech,Mellow Mushroom - McKinney,RM838791,32049260840,Mellow Mushroom - McKinney,"218 E LOUISIANA STREET SUITE 101
",McKinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Angel's Beverage,None, ,L,1,No,,F,13,X,0,L,18,"2540 E PLANO PARKWAY SUITE 100 Plano , TX 75074",,No,COD,,BF844655,32008463880,Angel's Beverage,2540 E PLANO PARKWAY SUITE 100,Plano,75074,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Greenspot,None, ,L,1,No,,F,8,X,0, ,18," 702 N Buckner Blvd Dallas , TX 75218", ,No,COD,,BQ836754,32030154432,Greenspot Market and Fuels, 702 N Buckner Blvd,Dallas,75218,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Three Sheets - Rockwall,None, ,L,1,No,,N,8.5,V2,2,B,18,"2075 Summer Lee Building Rockwall , TX 75032",,No,COD,,RM884744,32054582286,Three Sheets,2075 Summer Lee Building,Rockwall,75032,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Allen  3579,Tom Thumb, ,L,1,Yes,Weekend Inv - As Needed,F,13.5,V3,1,G,18,"900 W. McDermott @ Hwy. 75 Allen  , TX 75013",,No,COD,,BQ562943,13103879204,Tom Thumb - Allen  3579,900 W. McDermott @ Hwy. 75,Allen ,75013,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Dallas 2534,Tom Thumb,,L,1,No,,F,8,X,0,G,18,"6333 E Mockingbird Ln, Dallas, TX 75214",,No,COD,,BQ454473,17508732769,Tom Thumb - Dallas 2534,6333 E Mockingbird Lane,Dallas,75214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Richardson 3641,Tom Thumb, ,L,1,No,,F,13,X,0,G,18,"3411 Custer Parkway Richardson , TX 75080",,No,COD,,BQ649070,,Tom Thumb - Richardson 3641,3411 Custer Parkway,Richardson,75080,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Rockwall 2964,Tom Thumb, ,L,1,No,,F,8.5,X,0,G,18,"3070 North Goliad @ FM 552 Rockwall , TX 75087",,No,COD,,BQ727642,17606039679,Tom Thumb - Rockwall 2964,3070 North Goliad @ FM 552,Rockwall,75087,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Vickery Park - Plano,None, ,L,1,No,,N,13,X,0,B,18,"1011 E 15th St Plano , TX 75074",,No,Fintech,Vickery Park,N 810006,12720098305,Vickery Park,1011 E 15th St,Plano,75074,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Scruffy Duffies,None, ,L,1,No,,N,13,X,0,B,18,"5865 Kincaid Rd E8, Plano, TX 75024",,No,Fintech,Ringo's,N 790355,32043283657,Scruffy Duffy's,5865 Kincaid Rd E8,Plano,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Abrams Richardson,None, ,L,1,No,,F,13,X,0,L,18,"909 Abrams Dallas , TX 75081",,No,Fintech,Sigel's - Abrams Richardson,P 255020,17525859447,Sigel's #8 - Abrams Rd Richardson,909 Abrams,Dallas,75081,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Fitzhugh,Sigel's, ,L,1,No,,F,6,CO3,0.25,L,18,"3209 N. Fitzhugh Ave. Dallas, TX 75204 Dallas , TX 75204", ,No,Fintech,Sigel's - Fitzhugh,BF1020955,17525859447,Sigel's - Fitzhugh,"3209 N. Fitzhugh Ave. Dallas, TX 75204",Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Industrial,Sigel's, ,L,1,No,,F,7,X,0,L,18,"506 S Riverfront Blvd Dallas , TX 75207", ,No,Fintech,Sigel's - Industrial,BF306480,17525859447,Sigel's - Industrial,506 S Riverfront Blvd,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Legacy,Sigel's, ,L,1,No,,F,13,X,0,L,18,"3020 Legacy Suite #270-280 Plano, TX 75023 Plano , TX 75023",,No,Fintech,Sigel's - Legacy,BF306475,17525859447,Sigel's - Legacy,"3020 Legacy Suite #270-280 Plano, TX 75023",Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Mockingbird,Sigel's, ,L,1,No,,F,6,X,0,L,18,"1441 W. Mockingbird Dallas, TX 75207 Dallas , TX 75207", ,No,Fintech,Sigel's - Mockingbird,BF306475,17525859447,Sigel's - Mockingbird,"1441 W. Mockingbird Dallas, TX 75207",Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Rockwall,Sigel's, ,L,1,No,,F,8.5,X,0,L,18,"2325 E. Interstate 30 Rockwall, TX 75087 Rockwall , TX 75087",,No,Fintech,Sigel's - Rockwall,PH,17525859447,Sigel's - Rockwall,"2325 E. Interstate 30 Rockwall, TX 75087",Rockwall,75087,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Top Golf - Allen,None,,L,1,No,,N,13.5,CO3,0.25,B,18,"1500 Andrews Pkwy Allen, TX 75002",,No,Fintech,Top Golf - Allen,RM773027,12608979907,Topgolf - Allen,1500 Andrews Pkwy,Allen,75002,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Buy Low Food Mart and Beer,None,,L,1,No,,F,10.5,CO3,0.25,L,18,"1401 E Arapaho Rd. Ste A, Richardson, TX 75081",,No,COD,,BQ885020,32054567402,Buy Low Food Mart and Beer,1401 E Arapaho Rd Ste A,Richardson,75081,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Intrinsic Smokehouse and Brewery,None,,L,1,No,,N,10.5,X,0,R,18,"509 W State St, Garland, TX 75040",Bar Manager Travis,No,COD,,BG918272,32054836153,Intrinsic Smokehouse and Brewery,509 W State St,Garland,75040,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Jacob's Spirit,None, ,L,1,No,,F,10.5,CO2,0.5,L,18,"5400 E 14th Plano , TX 75094", ,No,COD,,BF846999,32051172040,Jacob's Spirit,5400 E 14th,Plano,75094,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Little Elm Craft House,None,,L,1,No,,F,14,CO2,0.5,B,18,"850 W Eldorado Pkwy, Little Elm, TX 75068",,No,COD,,BG910344,32056602108,Little Elm Craft House,850 W Eldorado Street ,Little Elm,75068,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pub - McKinney,None, ,L,1,No,,N,13.5,CO2,0.5,L,18,"204 W Virginia McKinney , TX 75069",,No,COD,,RM742716,12711009311,The Pub,204 W Virginia,McKinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Dallas 3582,Tom Thumb,,L,1,No,,F,10,X,0,G,18,"18212 Preston Dallas , TX 75252",,No,COD,,BQ741217,32003352120,Tom Thumb - Dallas 3582,18212 Preston,Dallas,75252,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Frisco  2581,Tom Thumb,,L,1,No,None,F,14,X,0,G,18,"4848 Preston Rd. Frisco  , TX 75034",,No,COD,,BQ512658,13103879204,Tom Thumb - Frisco  2581,4848 Preston Rd.,Frisco ,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Garland 1783,Tom Thumb, ,L,1,No,None,F,10.5,X,0,G,18,"2645 Arapaho Rd. Garland , TX 75044",,No,COD,,BQ604772,13103879204,Tom Thumb - Garland 1783,2645 Arapaho Rd.,Garland,75044,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Plano 14th 3645,Tom Thumb, ,L,1,Yes,Mon - SalesVisit,F,13,V3,1,G,18,"2200 E 14TH ST PLANO , TX 75074",,No,COD,,BQ454314,13103879204,Tom Thumb - Plano 14th 3645,2200 E 14TH ST,PLANO,75074,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Plano 2570,Tom Thumb, ,L,1,No,None,F,14,X,0,G,18,"5968 W. Parker Plano , TX 75093",,No,COD,,BQ603735,32003352120,Tom Thumb - Plano 2570,5968 W. Parker,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Plano 2595,Tom Thumb, ,L,1,No,None,F,14,V3,1,G,18,"3945 Legacy Dr. Plano , TX 75023",,No,COD,,BQ454648,13103879204,Tom Thumb - Plano 2595,3945 Legacy Dr.,Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Frisco 2963,Tom Thumb,,L,1,No,None,F,14,X,0,G,22,"5550 FM 423 @ Lebanon  Frisco , TX 75034",,No,COD,,BQ835450,17606039679,Tom Thumb - Frisco 2963,5550 FM 423 @ Lebanon ,Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Richardson 4260,Albertsons,4260,L,1,No,None,F,10.5,X,0,G,22,"2165 W. Buckingham Dr Richardson, TX 75081",Money Order for Payment,No,COD,,BQ648555,17419316645,Albertsons - Richardson 4260,2165 W. Buckingham Dr,Richardson,75081,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Wylie 4239,Albertsons,4239,L,1,No,,F,10.5,X,0,G,30,"921 Westgate Way Wylie, TX 75098",Money Order for Payment,No,COD,,,,,921 Westgate Way,Wylie,75098,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 209                                 Fuel,Kroger,NA,L,1,No,,F,99,X,0,G,22,"525 N. Galloway
Mesquite, TX 75149",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 213,Kroger,213,L,1,No,,F,99,X,0,G,22,"752 Wynnewood Village
Dallas, TX 75224",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 403,Kroger,403,L,1,No,,F,99,X,0,G,22,"532 W. Interstate 30
Garland, TX 75043",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 436,Kroger,436,L,1,No,,F,99,X,0,G,22,"235 E. FM 1382
Cedar Hill, TX 75104",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 450                            Fuel,Kroger,NA,L,1,No,,F,99,X,0,G,22,"3600 Gus Thomasson
Mesquite, TX 75150",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 527                               Fuel,Kroger,NA,L,1,No,,F,99,X,0,G,22,"200 W. Camp Wisdom Rd.
Duncanville, TX 75116",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 545,Kroger,545,L,1,No,,F,99,X,0,G,22,"1001 N. Beckley, Ste. 500
DeSoto, TX 75115",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 559,Kroger,559,L,1,No,,F,99,X,0,G,22,"1406 West Walnut
Garland, TX  75042",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - Addison 000870,Kroger,870,L,1,Yes,None,F,10,V3,1,G,22,"3770 Belt Line Rd, Addison, TX 75001",,No,Fintech,Kroger - Addison 000870,BQ769021,13116785307,Kroger - Addison 000870,3770 Belt Line Rd,Addison,75001,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 893,Kroger,893,L,1,No,,F,99,X,0,G,22,"1919 Faithon P. Lucas Sr. Blvd. 
@ Mathis
Mesquite, TX  75181",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bar Louie Allen,Bar Louie,,L,1,No,,N,13.5,V3,1,B,18,"190 E Stacy Rd #1000, Allen, TX 75069",,No,Fintech,Bar Louie Allen,RM908234,32043884819,Bar Louie Allen,190 E Stacy Rd #1000,Allen,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Patina Green,None,,L,1,No,,N,13.5,CO3,0.25,R,18,"116 N. Tennessee St. Suite 102 McKinney, Tx, 75069",,No,COD,,BG902099,32040928635,Patina Green,116 N. Tennessee St. Suite 102,Mckinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Target - Rockwall 1065,Target,1065,L,1,No,None,F,8.5,V2,2,G,18,"850 Steger Towne Rd, Rockwall, TX 75032",,No,Fintech,Target - Rockwall 1065,BQ693582,17528749462,Target,850 Steger Towne Rd,Rockwall,75032,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Opa! Greek Taverna,None,,L,1,No,,N,8.5,CO2,0.5,R,18,"3801 Lakeview Pkwy #600, Rowlett, TX 75088",,No,COD,Opa! Greek Taverna,RM837035,32050291379,Opa! Greek Taverna,3801 Lakeview Pkwy #600,Rowlett,75088,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Love and War - Plano,None,,L,1,No,,N,13,V3,1,R,25,"601 E. Plano Pkwy, Plano, TX 75074",,No,COD,,RM654412,17527928208,Love and War - Plano,601 E. Plano Pkwy,Plano,75054,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Dallas Oaklawn 3569,Tom Thumb,,L,1,No,,F,6,CO3,0.25,G,20,"3878 Oak Lawn #180  Dallas , TX 75219",,No,COD,,NEED,0,NEED,3878 Oak Lawn #180 ,Dallas,75219,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Dallas Gaston 3570,Tom Thumb, ,L,1,No,,F,8,CO3,0.25,G,18,"7331 Gaston Dallas , TX 78214",Deliv by 3pm,No,COD,NEED,NEED,0,NEED,7331 Gaston,Dallas,78214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Andrew's Fine Beverage,None,,L,1,No,,F,6,CO1,1,L,25,"2520 Ross Ave, Dallas, TX 75201",,No,COD,,BF903392,32055882966,Andrew Fine Beverage,2520 Ross Ave,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bubble and Squeak,None,,L,1,No,,F,8.5,X,0,L,20,"425 Pinson Rd, Forney, Texas 75126",Call Rita's cell if she's not there 469.688.4170,No,COD,,BF968744,32061863695,Bubble and Squeak,425 Pinson Rd,Forney,75126,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Target - Medallion Center 55,Target,55,L,1,No,None,F,6,CO3,0.25,G,25,"6464 E NORTHWEST HWY STE, Dallas, TX 75214",,No,Fintech,Target - Medallion Center 55,BQ629685,17528749462,Target - Medallion Center 55,6464 E Northwest Hwy,Dallas,75214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hub Streat,None,,L,1,No,,N,13,CO1,1,S,25,"1212 14th St, Plano, TX 75074",,No,COD,,RM959658,32056416921,Hub Streat,1212 14th St,Plano,75074,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Chicken Moto,None,,L,1,No,,N,10.5,V2,2,R,25,"2069 N Central Expy, Richardson, TX 75080",,No,COD,,BG954483,32058899587,Chicken Moto,2069 N Central Expy,Richardson,75080,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
6S Spirits - Little Elm,None,,L,1,No,,F,14,CO1,1,L,18,"26411 Hwy 380 Suite B
Aubrey, TX 76227",,No,COD,,BF915826,32051845496,6S Spirits - Little Elm,26411 Hwy 380 Suite B,Aubrey,76227,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Target - McKinney 2142,Target,2142,L,1,No,None,F,13.5,CO3,0.25,G,20,"8900 state highway 121 McKinney, Texas 75070",B&W Manager Jane,No,Fintech,Target - Mckinney 2142,BQ636451,14102151702,Target - McKinney 2148,8900 State Highway 121,McKinney,75070,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
XO Coffee Company,None,,L,1,No,,N,13,V2,2,B,18,"1023 E 15th St, Plano, TX 75074",,No,COD,,X,0,XO Coffee Company,1023 E 15th St,Plano,75074,No,,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Dallas Skillman 3560,Tom Thumb,3560,L,1,No,,F,8,X,0,G,22,"8698 Skillman St
Dallas, TX 75243",,No,COD,,BQ764684,17606039679,Tom Thumb Dallas Skillman - 3560,8698 Skillman St,Dallas,75243,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tom Thumb - Independence Plano 2554,Tom Thumb,2554,L,1,No,,F,13,V2,2,G,18,"3100 Independence Pkwy, Plano, TX 75075",,No,COD,,P 931580,17606039679,Tom Thumb - Independence Plano 2554,3100 Independence Pkwy,Plano,75075,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
In Fretta Pizza - Plano,None,,L,1,No,,N,13,CO1,1,R,22,"5588 State Highway 121, Plano, TX 75024",,No,COD,,RM940920,32058482566,In Fretta Pizza - Plano,5588 State Highway 121,Plano,75024,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Village Burger Bar - Allen,Village Burger Bar,,L,1,No,,X,13.5,X,0,R,22,"957 Garden Park Dr, Allen, TX 75013",,No,Fintech,Village Burger Bar - Allen,RM988186,32063511029,Village Burger Bar - Allen,957 Garden Park Dr,Allen,75013,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Plano,None,9,L,1,No,None,F,13,CO3,0.25,G,22,"3020 Legacy Dr. Suite 280, Plano, TX 75023",,No,Fintech,Sigel's - Plano,BF628298,17525859447,Sigel's - Plano,3020 Legacy Dr. Suite 280,Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Local Public House,None,,L,1,No,,N,13,CO1,1,B,18,"2001 W Spring Creek Pkwy, Plano, TX 75023",,No,COD,,N822718,32047832467,Local Public House,2001 W Spring Creek Pkwy,Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Wildflower Patio and Grill,None,,L,1,No,,N,10.5,CO3,0.25,R,18,"2701 Custer Pkwy #700, Richardson, TX 75080",,No,COD,,RM936539,32059177934,Wildflower Patio and Grill,2701 Custer Pkwy #700,Richardson,75080,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Farmbyrd,None,,L,1,No,,N,13,CO3,0.25,R,18,"3308 Preston Road, Plano, TX 75093",,No,COD,,RM960036,32060853630,Farmbyrd,3308 Preston Road,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Killarney's Live,None,,L,1,No,,N,13.5,V3,1,B,20,"329 Town Pl, Fairview, TX 75069",New stoom,No,COD,,RM102987,32064614152,Killarney's Live,352 TOWN PLACE,Fairview,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
"OT Tavern - Dallas
",None,,L,1,No,,N,8,X,0,B,20,"3606 Greenville Ave, Dallas, TX 75206",,No,COD,,MB697487,32043235947,O. T. TAVERN,3606 Greenville Ave,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
BJ's - Plano,BJ's,,L,1,No,,N,13,CO3,0.25,R,20,"1101 N Central Expy, Plano, TX 75075",,No,Fintech,,RM611681,13714470963,"BJ'S RESTAURANT & BREWHOUSE
",1101 N Central Expy,Plano,75075,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
HD Liquid Catering,None,,L,1,No,,N,13.5,X,0,S,20,"406 Interchange St
McKinney, TX 75071",,No,COD,,RM983581,32060189019,"HN EVENTS, LLC ",406 Interchange St.,Mckinney,75071,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
The Landing at Chandlers,None,,L,1,No,,N,8.5,CO3,0.25,B,20,"501 Yacht Club Dr, Rockwall, TX 75032",,No,Fintech,The Landing at Chandlers,RM986722,32062916617,"THE LANDING @ CHANDLERS
",501 Yacht Club Dr,Rockwall,75032,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Historic Downtown Plano Assn.,None,,L,1,No,,X,13,X,0,S,20,"1000 14th St, Plano, TX 75074",,No,COD,,TB2948708,12345678901,Downtown Plano Arts and Heritage Foundation,1000 14th St. #310,Plano,75074,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fish City Grill - Garland,None,,L,1,No,,N,10.5,V3,1,R,24,"445 Coneflower Dr, Garland, TX 75040",,No,COD,,RM966823,32061874312,Fish City Grill,445 Coneflower Dr,Garland,75040,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Matador - Plano,None,,L,1,No,,F,14,CO3,0.25,R,20,"8308 Preston Rd #102, Plano, TX 75024",,No,COD,,BQ822093,32042733926,"MATADOR MEAT & WINE

",8308 Preston Rd.,Plano,75024,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Grind Burger Bar - Mckinney,None,,L,1,No,,N,13.5,CO3,0.25,R,20,"7500 Stacy Rd.
McKinney, Texas 75070",,No,COD,,XX1234567,12345678901,Grind Burger Bar,7500 Stacy Rd,Mckinney,75070,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mckinney Pizza Tavern,None,,L,1,No,,N,13.5,CO3,0.25,R,15,"1705 W University Dr, McKinney, TX 75069",,No,COD,,RM883854,32052177329,MCKINNEY PIZZA TAVERN,1705 W University Dr,Mckinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Goody Goody - Anna,Goody Goody,25,L,1,No,,F,13.5,CO2,0.5,L,18,"824 S Central Expy, Anna, TX 75409",,No,EFT,,BF731501,17513185730,Goody Goody - Anna,824 S Central Expy,Anna,75409,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Walmart - Plano Preston 4182,Walmart,4182,L,1,No,,F,14,CO3,0.25,AD,18,"3312 Preston Rd, Plano, TX 75093",UPDATE DELIV WINDOWS/DURATIONS,No,Fintech,Walmart - Plano Preston 4182,BQ844699,17104151885,Walmart - Plano Preston 4182,3312 Preston Rd,Plano,75093,No,No,, $-   , $-   , $-   ,No 2019 Sales
Pearl Cup Coffee - Plano,None,,L,1,No,,N,10.5,V3,1,R,13,"5880 State Highway 121, Ste 102A
Plano, TX 75024",,No,COD,,BG1011644,32064952636,Pearl Cup Coffee - Plano,"5880 State Highway 121, Ste 102A
Plano, TX 75024Richardson, TX 75080",Plano,75204,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
World Market - Garland,World Market,323,L,1,No,,F,10.5,CO3,0.25,AD,20,"550 Town Center Blvd, Garland, TX 75040",,No,iControl,,BQ630351,19432276004,World Market - Garland ,550 Town Center Blvd.,Garland,75040,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Benders Sports and Spirits,None,,L,1,No,,N,9,CO1,1,R,18,"18110 Midway Rd Suite 188, Dallas, TX 75287",,Yes,COD,,RM1047161,32069061623,Benders Sports and Spirits,"18110 Midway Rd Suite 188, Dallas, TX 75287",Dallas,75287,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Bethany Discount Liquor,None, ,L,1,No,,N,13.5,X,0,L,20,"1106 E Bethany Dr Suite A, Allen, TX 75002", ,No,COD, ,BF999308,32061110543,Bethany Discount Liquor,"1106 E Bethany Dr Suite A,",Allen,75002,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Green Growler,None, ,L,1,No,,N,13.5,CO3,0.25,X,18,"507 W Main St #107, Denison, TX 75020", ,No,COD, ,BG1069956,32060998880,Green Growler,507 W Main St #107,Denison,75020,No,"""Martin House""",, $-   , $975 ," $2,925 ",No 2019 Sales
Kroger - Balch Springs 000492,"Kroger
",492,L,1,Yes,Weekend Inv - As Needed,F,8.5,CO1,1,G,18,"11925 Elam Rd, Balch Springs, TX 75180", ,No,Fintech, ,BQ633545,13116785307,Kroger - Balch Springs 000492,11925 Elam Rd,Balch Springs ,75180,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Oasis,Sigel's, ,L,2,No,,F,10.5,CO2,0.5,L,18,"538 Centennial Richardson, TX 75081 Richardson , TX 75081",,No,Fintech,Sigel's - Oasis,BF306478,17525859447,Sigel's - Oasis,"538 Centennial Richardson, TX 75081",Richardson,75081,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Garland 4265,Albertsons,,L,2,No,,F,8.5,X,0,G,30,"5710 Broadway Blvd Garland, TX 75043",Money Order for Payment,No,COD,,xx123456,12345678901,Albertson ,5710 Broadway Blvd,Garland,75043,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Mesquite 4129,Albertsons,,L,2,No,,F,8.5,V3,1,G,30,"2828 Motley Drive Mesquite, TX 75150",Money Order for Payment,No,COD,,BQ841588,18201844349,Albertsons - Mesquite 4129,2828 Motley Drive,Mesquite,75150,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Mesquite 4187,Albertsons,,L,2,No,,F,8.5,V3,1,G,30,"1500 S Beltline Road Mesquite, TX 75149",Money Order for Payment,No,COD,,BQ779677,18201844349,Albertsons - Mesquite 4187,1500 S Beltline Road,Mesquite,75149,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mellow Mushroom - Rockwall,Mellow Mushroom, ,L,86,No,,N,8.5,X,0,R,18,"550 E. Interstate 30 Rockwall , TX 75087",,No,COD,,RM862319,32050721649,Rockwall Mellow LLC,550 E. Interstate 30,Rockwall,75087,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
PK's - Hillcrest,PK's, ,L,86,No,,F,6,CO3,0.25, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
PK's - Lomo Alto,PK's, ,L,86,No,,F,6,CO1,1, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
PK's - Midway,PK's, ,L,86,No,,F,6,CO3,0.25, ,18,l,,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Quaker Steak and Lube,None, ,L,86,No,,N,13,X,0, ,18,a, ,No, , , ,, , , ,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
World Market - Dallas Galleria North,World Market, ,L,86,No,,F,10,X,0, ,18,"5229 Alpha Road Dallas , TX 75240",,No, , , ,12345678901, ,5229 Alpha Road,Dallas,75240,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
World Market - McKinney,World Market, ,L,86,No,,F,13,X,0, ,18," 2851 Craig Dr McKinney , TX 75070", ,No, , ,BQ567102,19432276004,WORLD MARKET, 2851 Craig Dr,McKinney,75070,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fresh Market - Lakewood,Fresh Market, ,L,86,No,,F,8,X,0,G,18,"7331 Gaston Dallas , TX 78214",Deliv by 3pm,No,Fintech,Fresh Market - Lakewood,BQ879757,32050062747,Fresh Market - Lakewood,7331 Gaston,Dallas,78214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fresh Market - Turtle Creek,Fresh Market,,L,86,No,,F,6,X,0,G,20,"3878 Oak Lawn #180  Dallas , TX 75219",,No,Fintech,Fresh Market - Turtle Creek,BQ911999,32032144522,Fresh Market Oak Lawn,3878 Oak Lawn #180 ,Dallas,75219,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kelly's at the Village,None, ,L,86,No,,N,13,X,0,L,18,"190 E Stacy Rd Allen , TX 75002",,No,Fintech,Kelly's at the Village,RM807580,32005888196,Kelly's @ the village,190 E Stacy Rd,Allen,75002,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
